"","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"3110",60,43,"2","M","Married",77.42575389
"11630",54,34,"3","M","Married",354.1951505
"9075",38,21,"3","M","Married",334.1721313
"12645",67,46,"3","F","Single",372.8116559
"1365",18,1,"1","F","Single",546.5943051
"6463",28,11,"2","F","Married",404.2568287
"2617",66,46,"2","F","Single",152.4283968
"10360",64,47,"3","F","Married",282.3852994
"5546",64,47,"2","M","Single",375.5132962
"11121",32,13,"3","F","Married",541.5014923
"800",67,50,"1","M","Married",93.51562689
"8059",39,20,"3","F","Married",358.1750534
"6398",20,2,"2","M","Single",751.1068831
"13025",51,34,"4","F","Married",452.4733169
"6056",60,40,"2","F","Single",369.3615068
"23",29,10,"1","F","Single",825.2772277
"14946",63,42,"4","M","Single",74.5877807
"9204",26,7,"3","F","Married",571.4763718
"2918",63,46,"2","M","Married",89.85484669
"14590",25,8,"4","M","Married",310.3989646
"8637",19,2,"3","F","Married",273.4011244
"8076",70,51,"3","M","Married",260.2474794
"6013",50,31,"2","F","Single",571.0809936
"26",33,16,"1","M","Single",169.3764585
"11830",70,51,"3","M","Married",171.6544023
"5934",70,50,"2","M","Single",104.418739
"6275",40,21,"2","M","Married",368.6516749
"6263",33,14,"2","F","Married",307.2958376
"11936",22,4,"3","M","Single",457.1419101
"3342",16,0,"2","F","Married",307.503338
"55",60,41,"1","F","Single",720.2641611
"14707",21,3,"4","F","Married",335.4810806
"2391",25,8,"1","M","Single",735.046617
"13654",23,5,"4","M","Married",373.3622448
"5571",48,31,"2","F","Married",398.2591455
"8172",60,39,"3","M","Married",172.0000079
"12676",18,0,"3","M","Single",405.4088517
"10024",58,38,"3","F","Single",456.0547896
"9881",51,31,"3","M","Single",631.7062428
"9778",69,50,"3","M","Married",73.20865642
"3092",61,44,"2","M","Single",366.7104914
"10617",66,45,"3","F","Married",213.0406668
"6495",40,21,"2","M","Married",432.2681353
"229",23,5,"1","F","Single",787.7636887
"7483",37,17,"2","M","Single",451.39195
"8849",65,48,"3","M","Single",575.7109753
"392",32,12,"1","F","Married",312.2857892
"14351",61,40,"4","F","Single",43.25624195
"10934",41,22,"3","M","Married",201.6146841
"14482",56,38,"4","M","Single",445.7017775
"14303",65,46,"4","F","Single",41.47417968
"6476",56,39,"2","M","Married",380.4080074
"14959",23,4,"4","F","Single",635.0319306
"7488",43,23,"2","F","Single",494.6508114
"12297",65,44,"3","M","Single",159.0713667
"5397",23,4,"2","F","Single",976.7366225
"1340",57,40,"1","M","Married",746.5266329
"13967",45,28,"4","M","Single",226.1603243
"11782",23,4,"3","M","Married",605.1992338
"13332",70,49,"4","M","Single",344.8395259
"14313",16,0,"4","M","Married",446.5852619
"600",25,6,"1","F","Married",481.9361346
"2501",43,22,"1","F","Married",313.0289438
"12886",23,4,"4","M","Single",777.7414191
"802",39,20,"1","F","Single",365.7417475
"9783",21,4,"3","F","Single",737.21522
"1621",62,44,"1","M","Married",388.631076
"9724",34,13,"3","F","Married",314.3353919
"13401",64,46,"4","M","Married",411.8180828
"12118",39,19,"3","M","Single",540.9037321
"4772",16,0,"2","F","Married",250.5357625
"5894",22,4,"2","M","Single",1641.515906
"14350",67,46,"4","M","Married",226.4673076
"9876",44,25,"3","F","Married",155.6652916
"10197",53,36,"3","F","Married",409.7377822
"6145",43,23,"2","F","Married",512.4255573
"918",28,10,"1","M","Single",564.3810046
"7100",38,21,"2","F","Single",426.5349909
"9913",39,21,"3","F","Married",168.9975863
"11654",25,6,"3","F","Married",307.6357729
"14687",34,16,"4","F","Married",313.1482523
"9279",68,51,"3","M","Married",62.85517407
"14392",20,3,"4","F","Married",215.224046
"9110",42,24,"3","M","Single",278.9160901
"9153",63,44,"3","F","Single",311.837761
"8367",23,4,"3","F","Single",588.7309849
"3606",30,9,"2","F","Married",342.4533934
"9690",64,44,"3","M","Single",219.549482
"11684",64,44,"3","F","Married",107.2227766
"2577",21,4,"2","M","Single",1424.841406
"15040",17,0,"4","M","Single",1280.495256
"1742",56,36,"1","M","Single",467.848014
"12322",40,22,"3","F","Married",342.5927481
"682",65,46,"1","F","Single",232.7596434
"4594",69,49,"2","M","Single",229.1536957
"11923",49,32,"3","M","Married",376.457237
"5971",20,2,"2","M","Married",730.946049
"8344",58,40,"3","F","Married",290.8758858
"451",24,5,"1","M","Married",268.9314723
"5134",30,12,"2","F","Married",401.3791781
"9707",21,3,"3","F","Married",270.560534
"12636",70,49,"3","M","Single",721.3353791
"3582",55,37,"2","F","Single",405.3609024
"5108",23,4,"2","M","Married",651.4601572
"2013",57,39,"1","M","Married",340.0212605
"11323",36,19,"3","M","Married",601.6753911
"2705",37,20,"2","M","Married",619.6989419
"4867",39,22,"2","F","Single",380.2390255
"11745",35,14,"3","F","Single",372.7246494
"7294",50,33,"2","M","Married",583.4451347
"635",70,52,"1","F","Married",109.4343565
"4944",62,44,"2","M","Single",592.2771478
"7014",26,7,"2","F","Single",376.2800309
"1301",69,51,"1","M","Married",588.3241783
"4956",19,1,"2","M","Married",178.5321406
"11146",52,32,"3","M","Single",562.8152316
"7559",66,47,"2","M","Married",250.1021146
"1209",63,44,"1","M","Single",264.4793918
"14998",43,25,"4","F","Single",223.1991794
"10775",23,4,"3","F","Married",306.7922108
"13794",19,1,"4","M","Single",799.9744139
"8156",63,43,"3","M","Married",167.2330632
"9611",16,0,"3","F","Married",105.5919565
"13441",48,27,"4","F","Single",437.9594676
"9222",28,8,"3","F","Married",278.4953082
"14195",67,46,"4","M","Married",149.3350989
"6300",19,1,"2","M","Single",372.7307075
"11434",30,10,"3","M","Married",536.6853095
"5646",70,53,"2","M","Single",18.61774917
"235",19,2,"1","F","Single",777.5951773
"298",66,49,"1","F","Single",71.76435204
"10757",58,37,"3","M","Married",246.0309156
"7711",31,13,"3","F","Single",311.2100189
"971",58,37,"1","M","Married",187.4003044
"15170",32,15,"4","F","Married",263.3927649
"2165",36,16,"1","F","Married",516.5329848
"10884",61,43,"3","F","Single",280.6973636
"7079",67,50,"2","M","Married",115.3953038
"6668",39,19,"2","M","Single",644.7900113
"8111",40,20,"3","F","Married",449.2976957
"7417",64,47,"2","F","Single",248.8582016
"12972",26,9,"4","F","Married",355.7123012
"11420",66,45,"3","M","Married",294.8200829
"14213",42,22,"4","F","Single",432.7490525
"9262",28,9,"3","F","Single",370.2506663
"1990",34,14,"1","M","Married",138.0157484
"15038",51,30,"4","F","Married",455.6210424
"12342",40,20,"3","M","Single",465.9272761
"9492",21,2,"3","M","Married",414.1606562
"12214",24,6,"3","M","Single",410.7031171
"13821",59,41,"4","M","Married",388.9232682
"13653",46,26,"4","F","Single",480.4791045
"10980",17,0,"3","M","Single",797.7268973
"3746",29,8,"2","F","Single",403.9064009
"11028",56,39,"3","M","Single",742.4066248
"7069",18,0,"2","F","Single",642.8128637
"7637",31,10,"2","F","Single",438.3801826
"13603",57,37,"4","F","Single",431.2847917
"9276",68,50,"3","F","Single",362.580154
"7176",61,44,"2","F","Single",268.5666419
"4670",60,40,"2","M","Married",201.4466206
"8765",20,3,"3","M","Married",541.3064267
"6326",17,0,"2","F","Married",166.057532
"12915",25,8,"4","F","Married",464.8812183
"10979",22,5,"3","M","Single",1023.411106
"8255",40,21,"3","F","Married",335.8491238
"11812",28,9,"3","M","Married",449.9609808
"9357",50,30,"3","M","Married",386.4064153
"6269",47,30,"2","F","Married",541.0056262
"10447",63,42,"3","F","Single",378.4457888
"1193",43,25,"1","F","Married",329.0893262
"7257",47,29,"2","F","Married",143.7807696
"9288",42,22,"3","F","Single",711.7372416
"1819",53,33,"1","F","Married",313.4599585
"6845",24,5,"2","M","Single",934.7447209
"12542",36,18,"3","F","Single",408.8804819
"1516",51,33,"1","F","Single",446.3231382
"834",39,20,"1","M","Married",242.4366585
"6222",23,6,"2","M","Married",673.3593171
"15234",63,42,"4","F","Married",39.08095218
"9825",64,45,"3","M","Single",381.7761939
"2867",70,53,"2","F","Single",412.0798292
"8306",45,26,"3","M","Single",421.8538011
"13883",51,30,"4","M","Married",181.5434522
"10945",18,1,"3","M","Married",531.285276
"3219",48,28,"2","M","Married",555.037452
"13507",65,44,"4","F","Single",200.4547619
"14538",19,2,"4","M","Married",478.6726502
"4516",60,42,"2","M","Single",240.0642337
"1533",66,48,"1","F","Single",85.54529253
"13763",20,3,"4","F","Married",244.8310746
"5751",66,48,"2","F","Married",87.21915326
"8185",66,49,"3","F","Married",419.020557
"10783",25,6,"3","M","Married",610.3816365
"8782",54,33,"3","F","Married",257.8225661
"7115",61,43,"2","M","Married",471.323236
"5501",56,37,"2","F","Single",420.6183775
"4111",21,3,"2","F","Single",647.3982171
"2043",65,46,"1","M","Married",193.9029859
"12258",33,14,"3","M","Married",179.1852303
"2032",27,10,"1","F","Single",457.6599332
"5709",20,3,"2","M","Married",744.7098138
"4319",62,43,"2","F","Married",30.17443424
"6327",39,18,"2","F","Single",532.0812066
"4788",47,27,"2","F","Single",568.1048662
"12558",36,15,"3","M","Single",503.1180735
"6683",60,39,"2","M","Single",64.58064165
"1689",25,8,"1","F","Married",503.1421534
"9345",22,5,"3","F","Single",400.361137
"7677",69,50,"2","M","Single",107.9637789
"12914",16,0,"4","F","Married",390.0462135
"8631",29,10,"3","F","Married",250.1315134
"7565",47,27,"2","M","Married",625.28844
"11889",68,49,"3","F","Single",82.14186529
"8859",60,42,"3","F","Married",239.5380711
"10963",28,9,"3","F","Married",289.7942597
"6375",49,32,"2","M","Married",582.1363851
"13",20,1,"1","F","Married",161.5795211
"4983",18,0,"2","F","Single",344.6924813
"4302",33,13,"2","F","Single",398.6037432
"10509",17,0,"3","F","Single",309.5589377
"12608",23,4,"3","F","Married",412.4406058
"11571",54,36,"3","F","Single",471.8267349
"7242",52,32,"2","F","Married",591.5503428
"11119",56,35,"3","F","Married",296.3172017
"5936",59,39,"2","F","Married",382.7498593
"4848",69,49,"2","M","Single",283.4059068
"11317",25,7,"3","F","Single",763.6360013
"15258",36,15,"4","M","Married",423.8233631
"5290",52,35,"2","F","Married",504.5877345
"5247",28,7,"2","F","Single",482.6396475
"9806",64,47,"3","M","Married",59.63046307
"14180",49,31,"4","F","Married",334.1259667
"1049",30,9,"1","M","Single",401.3427019
"6975",17,0,"2","M","Married",232.6281293
"7802",60,41,"3","M","Married",138.5991513
"8912",21,2,"3","F","Married",590.5546604
"3428",60,42,"2","M","Married",225.6248
"3305",34,16,"2","F","Single",401.6438973
"1444",20,1,"1","M","Single",466.7879145
"11405",21,2,"3","M","Single",1093.141561
"1969",42,23,"1","M","Married",314.8458289
"12420",67,48,"3","M","Married",134.6595529
"8457",44,24,"3","M","Single",412.0016654
"3078",28,9,"2","F","Single",402.0234652
"900",44,24,"1","F","Married",326.6636811
"875",49,29,"1","M","Single",531.0568631
"2833",68,51,"2","F","Single",140.6200114
"10121",27,7,"3","F","Single",596.4746962
"12586",22,3,"3","M","Married",360.7239489
"4280",49,29,"2","M","Married",351.0978894
"2388",23,6,"1","F","Single",526.5853106
"3069",27,10,"2","F","Single",418.3414724
"9535",66,46,"3","M","Married",82.05360918
"11163",54,35,"3","F","Single",394.5028092
"13780",22,5,"4","M","Married",306.3150769
"6513",25,8,"2","M","Married",507.5708927
"6977",20,1,"2","F","Single",265.1163252
"4967",70,49,"2","M","Married",321.0624448
"11921",24,7,"3","M","Single",1261.179325
"13021",40,20,"4","M","Married",332.4729909
"11836",52,32,"3","M","Single",356.412001
"6059",67,48,"2","M","Single",188.2925171
"11834",39,19,"3","F","Married",169.5110743
"1869",41,20,"1","M","Single",644.7784085
"5969",54,34,"2","M","Married",378.3054213
"8613",24,7,"3","F","Married",228.3200078
"1425",23,5,"1","M","Single",944.4645244
"12320",21,2,"3","M","Married",280.0843828
"7184",25,8,"2","M","Married",537.1319403
"4893",62,43,"2","F","Married",141.3103188
"6604",28,8,"2","M","Married",409.5202285
"7701",57,38,"3","F","Married",132.8949097
"3031",30,9,"2","F","Married",321.6091082
"10033",30,11,"3","M","Single",766.4775796
"12815",20,3,"4","F","Single",644.3614642
"12604",46,27,"3","M","Married",380.3565842
"6833",53,32,"2","M","Single",378.9284189
"8710",38,21,"3","M","Single",498.819096
"4323",27,8,"2","F","Single",409.6832917
"5342",69,52,"2","F","Single",458.6602342
"9369",33,13,"3","M","Single",429.151349
"3653",35,16,"2","M","Single",391.4638186
"11967",38,17,"3","M","Single",396.0646839
"185",24,6,"1","F","Single",516.0790928
"4173",70,52,"2","M","Married",90.11877425
"10139",25,6,"3","F","Married",94.57991524
"704",21,2,"1","M","Married",207.011744
"5151",44,23,"2","F","Single",477.4794187
"12820",60,40,"4","M","Married",574.7578672
"4661",47,30,"2","F","Single",535.32901
"6950",62,43,"2","F","Married",123.8890856
"3032",44,27,"2","M","Married",337.9666721
"5432",28,10,"2","F","Single",405.4427644
"2660",62,45,"2","M","Married",133.6531928
"14263",27,6,"4","M","Married",306.4509931
"11318",50,29,"3","F","Single",357.6420146
"13310",53,35,"4","F","Single",386.473788
"2651",17,0,"2","M","Married",994.0657896
"14991",21,2,"4","F","Married",489.3396942
"1383",27,7,"1","F","Single",319.4147025
"5331",23,4,"2","F","Single",607.7779773
"1569",22,3,"1","F","Single",227.5204163
"1371",69,50,"1","F","Single",391.9819016
"5498",31,10,"2","F","Single",130.8381263
"6067",16,0,"2","M","Single",1047.157424
"4535",18,0,"2","M","Single",516.6607639
"1205",52,31,"1","F","Married",645.0260481
"11602",33,15,"3","F","Single",764.3024432
"9514",61,42,"3","M","Single",634.6854911
"5953",55,37,"2","F","Married",222.9448193
"14068",36,17,"4","F","Married",422.2094254
"11056",18,1,"3","M","Married",681.9643691
"14218",21,2,"4","F","Married",282.6123076
"11839",61,41,"3","M","Single",403.0233863
"8001",33,14,"3","F","Single",759.082387
"6536",22,4,"2","M","Married",553.6027214
"3896",25,7,"2","F","Married",204.869826
"5125",58,39,"2","F","Married",565.2358083
"1508",59,38,"1","M","Married",358.3923987
"12256",67,50,"3","F","Single",378.1294338
"4368",37,17,"2","M","Single",440.5955997
"13353",20,3,"4","F","Married",138.1916119
"7845",17,0,"3","M","Married",519.0569181
"6257",33,14,"2","M","Married",373.7516396
"4961",66,47,"2","M","Single",89.95110132
"15253",53,34,"4","M","Single",815.9700344
"9136",32,12,"3","F","Single",477.2962467
"1953",64,43,"1","M","Single",164.9924266
"13462",25,8,"4","F","Married",418.1871029
"8619",21,2,"3","F","Single",526.4212626
"5479",18,0,"2","F","Single",580.2211714
"630",25,8,"1","F","Single",602.1457063
"8820",42,23,"3","M","Married",356.6924048
"1500",63,42,"1","F","Married",261.5094393
"11188",69,49,"3","F","Single",112.1463546
"11300",59,42,"3","F","Married",326.1645728
"8093",27,9,"3","F","Single",423.3146269
"336",33,15,"1","M","Married",598.6892757
"780",55,35,"1","M","Single",389.3103123
"11700",65,47,"3","M","Single",272.4736288
"7783",17,0,"3","F","Single",294.0972002
"872",20,3,"1","M","Single",606.0372524
"10160",51,33,"3","M","Single",200.3709466
"557",18,1,"1","M","Married",470.7737738
"10380",21,4,"3","M","Single",927.4976597
"2014",63,43,"1","M","Single",68.70466955
"6933",19,2,"2","M","Single",817.0889534
"6484",30,10,"2","F","Married",550.3847401
"10451",63,43,"3","F","Single",339.005342
"14582",68,47,"4","F","Single",178.4785918
"1588",52,32,"1","F","Married",307.429253
"8346",16,0,"3","M","Single",1048.423276
"5325",66,47,"2","M","Single",259.4806222
"7814",57,38,"3","F","Single",566.2735358
"3075",25,7,"2","F","Married",474.2768161
"138",70,52,"1","F","Married",28.52569444
"14256",52,35,"4","F","Single",524.0062141
"1892",60,42,"1","M","Single",89.69023459
"12343",65,48,"3","M","Single",178.0224268
"9364",17,0,"3","M","Married",145.3968279
"10096",20,2,"3","M","Single",813.7886128
"10435",65,44,"3","M","Married",309.8096523
"13680",50,31,"4","F","Single",513.03153
"3729",44,25,"2","F","Single",714.9612771
"6649",40,20,"2","M","Married",347.0980232
"6709",27,10,"2","F","Single",417.5322802
"5173",38,20,"2","F","Married",241.6032239
"673",23,4,"1","M","Married",771.4163793
"1234",50,33,"1","F","Married",300.3399914
"15289",22,4,"4","M","Married",822.4705539
"2471",62,45,"1","F","Married",167.5425068
"7083",68,51,"2","M","Married",57.11119396
"5967",70,53,"2","M","Married",207.503429
"7377",24,5,"2","M","Single",339.441453
"8523",24,6,"3","F","Single",164.5682304
"12836",58,38,"4","F","Single",445.3099623
"2086",68,48,"1","F","Married",56.19741974
"174",64,46,"1","M","Single",217.1632874
"6539",17,0,"2","M","Married",570.4028307
"12857",69,48,"4","F","Single",369.5479418
"1646",46,25,"1","M","Single",805.3226847
"7891",33,15,"3","M","Single",776.5491355
"11147",29,12,"3","M","Single",448.2765204
"9081",65,48,"3","M","Married",643.1651214
"4748",19,0,"2","F","Married",290.1292949
"10395",30,13,"3","F","Married",321.455237
"13618",25,7,"4","F","Married",509.3772513
"14360",24,7,"4","F","Married",203.6245304
"4633",65,45,"2","M","Single",533.4980434
"176",66,46,"1","M","Single",796.0709274
"7387",58,37,"2","F","Married",314.0996953
"13609",47,29,"4","M","Single",385.0698403
"4130",45,25,"2","F","Single",333.1953864
"10950",63,43,"3","F","Married",75.20657542
"12085",20,2,"3","M","Married",516.6017866
"15226",62,45,"4","F","Single",186.8713381
"9163",21,3,"3","F","Married",220.8900408
"10611",34,15,"3","F","Married",212.6998602
"13169",62,44,"4","M","Married",319.4895725
"2745",58,37,"2","F","Married",405.7733647
"6564",25,7,"2","F","Married",348.4781211
"7973",17,0,"3","F","Married",419.0158481
"7640",69,48,"2","F","Single",158.2984678
"12594",27,10,"3","M","Single",429.840519
"7700",16,0,"3","F","Single",308.0115413
"10664",17,0,"3","F","Married",357.561568
"1102",32,13,"1","F","Single",447.2109481
"6455",70,53,"2","M","Married",298.5889495
"10115",67,49,"3","F","Single",42.04285729
"6962",19,2,"2","M","Single",925.0132734
"2428",22,4,"1","M","Married",741.4046857
"2729",42,23,"2","F","Married",353.8887175
"5753",49,30,"2","M","Married",210.0725182
"6005",61,40,"2","M","Single",521.8490944
"2380",22,3,"1","M","Single",306.8513302
"954",19,0,"1","F","Married",228.2167881
"10680",24,7,"3","M","Single",727.8987162
"1033",20,3,"1","F","Married",295.8795577
"10087",64,47,"3","F","Single",193.9608062
"8356",69,48,"3","M","Married",61.37332962
"11951",53,36,"3","F","Married",594.1275756
"14799",61,43,"4","F","Single",216.9190092
"4065",31,13,"2","M","Single",403.7603394
"1963",66,46,"1","F","Married",248.5359904
"3691",57,40,"2","M","Single",663.8865517
